"","Date","Station","Outflow","Inflow","Total","X","daily.data.summary","daily.data.icon","daily.data.precipIntensity","daily.data.precipProbability","daily.data.precipType","daily.data.temperatureHigh","daily.data.temperatureLow","daily.data.apparentTemperatureHigh","daily.data.apparentTemperatureLow","daily.data.humidity","daily.data.windSpeed","Wday","Wday_bin","Hday_bin","Month","Month_x","Month_y","Season","Precip_bin"
"22189","2011-02-21","31103",20,11,31,155,"Overcast throughout the day.","cloudy",0.0014,0.6,"rain",46.9,24.95,46.9,20.83,0.66,1.84,"Monday",1,0,2,0.866025403784439,0.5,"Winter",1
"49851","2011-09-01","31802",3,3,6,347,"Mostly cloudy overnight.","partly-cloudy-night",0,0,NA,80.86,66.94,82.08,67.5,0.71,0.45,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Summer",0
"60967","2011-11-17","31608",12,15,27,424,"Mostly cloudy until evening.","partly-cloudy-day",3e-04,0.56,"rain",46.72,31.99,46.34,31.99,0.6,3.45,"Thursday",1,0,11,-0.5,0.866025403784438,"Fall",1
"8478","2010-11-17","31022",0,0,0,59,"Partly cloudy until afternoon.","partly-cloudy-day",0.005,1,"rain",60.1,39.71,60.1,39.71,0.61,4.3,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"48170","2011-08-20","31620",52,45,97,335,"Partly cloudy in the evening.","partly-cloudy-day",0,0,NA,87.32,73.77,89.37,74.96,0.73,0.3,"Saturday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"28420","2011-04-05","31601",2,2,4,198,"Rain until afternoon.","rain",0.0133,1,"rain",59.71,35.09,59.71,35.09,0.64,4.04,"Tuesday",1,0,4,0.866025403784439,-0.5,"Spring",1
"6745","2010-11-05","31017",0,0,0,47,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,55.1,37.37,55.1,37.37,0.7,3.1,"Friday",1,0,11,-0.5,0.866025403784438,"Fall",0
"57181","2011-10-22","31103",80,38,118,398,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,58.31,39.57,58.31,39.57,0.71,0.34,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",0
"7244","2010-11-09","31502",3,2,5,51,"Clear throughout the day.","clear-day",0,0,NA,61.44,45.35,61.44,45.35,0.54,3.04,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"34058","2011-05-14","31620",26,27,53,237,"Rain overnight.","rain",0.0105,1,"rain",65.65,63.32,66.09,63.8,0.9,0.92,"Saturday",1,0,5,0.5,-0.866025403784439,"Spring",1
"11980","2010-12-12","31108",2,3,5,84,"Rain in the morning and afternoon.","rain",0.0228,1,"rain",44.44,31.74,43.94,26.2,0.94,0.51,"Sunday",1,0,12,-2.44929359829471e-16,1,"Fall",1
"15030","2011-01-02","31214",15,24,39,105,"Overcast until evening.","cloudy",0.0017,0.66,"rain",50.97,27.56,50.97,22.41,0.69,2.38,"Sunday",1,0,1,0.5,0.866025403784439,"Winter",1
"61300","2011-11-19","31266",0,0,0,426,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,54.57,47.18,54.57,47.18,0.51,1.79,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"28969","2011-04-09","31212",28,29,57,202,"Overcast throughout the day.","cloudy",0,0,NA,51.58,49.61,51.58,49.61,0.84,0.46,"Saturday",1,0,4,0.866025403784439,-0.5,"Spring",0
"3934","2010-10-17","31604",20,23,43,28,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,75.31,47.81,75.31,47.81,0.6,1.58,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",0
"46245","2011-08-07","31104",101,88,189,322,"Light rain in the evening.","rain",0.0041,0.81,"rain",91.8,74.51,101.06,75.89,0.82,0.83,"Sunday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"37471","2011-06-07","31001",28,24,52,261,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,86.79,69.43,87.87,70.14,0.64,1.24,"Tuesday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"48391","2011-08-22","31703",1,0,1,337,"Mostly cloudy in the morning.","partly-cloudy-night",0,0,NA,81.27,58.18,81.27,58.18,0.57,2.04,"Monday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"12629","2010-12-16","31617",2,1,3,88,"Light snow (< 1 in.) in the afternoon.","snow",0.0014,0.32,"snow",25.27,19.82,25.27,19.82,0.73,0.2,"Thursday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"4321","2010-10-20","31208",15,14,29,31,"Mostly cloudy throughout the day.","partly-cloudy-day",6e-04,0.62,"rain",57.8,50.45,57.8,50.45,0.87,0.37,"Wednesday",1,0,10,-0.866025403784439,0.5,"Fall",1
"32938","2011-05-06","31238",63,64,127,229,"Mostly cloudy starting in the afternoon.","partly-cloudy-day",3e-04,0.37,"rain",71.74,50.4,71.74,50.4,0.59,1.49,"Friday",1,0,5,0.5,-0.866025403784439,"Spring",1
"67144","2011-12-30","31012",4,6,10,467,"Partly cloudy throughout the day.","partly-cloudy-night",0,0,NA,52.97,46.07,52.97,46.07,0.68,0.69,"Friday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"24986","2011-03-12","31620",28,38,66,174,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,60.05,46.66,60.05,46.66,0.54,2.57,"Saturday",1,0,3,1,6.12323399573677e-17,"Winter",0
"48663","2011-08-23","31115",0,0,0,338,"Clear throughout the day.","clear-day",0,0,NA,80.93,59.79,80.93,59.79,0.55,0.05,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"31587","2011-04-27","31013",3,3,6,220,"Mostly cloudy throughout the day.","partly-cloudy-day",0.0018,0.49,"rain",82.08,73.63,84.74,74.54,0.78,2.97,"Wednesday",1,0,4,0.866025403784439,-0.5,"Spring",1
"60925","2011-11-17","31103",66,30,96,424,"Mostly cloudy until evening.","partly-cloudy-day",3e-04,0.56,"rain",46.72,31.99,46.34,31.99,0.6,3.45,"Thursday",1,0,11,-0.5,0.866025403784438,"Fall",1
"5902","2010-10-30","31708",0,0,0,41,"Partly cloudy in the morning.","partly-cloudy-day",0,0,NA,59.31,44.23,59.31,44.23,0.59,2.22,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",0
"41101","2011-07-02","31216",21,18,39,286,"Mostly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,91.45,69.91,91.45,70.89,0.54,0.2,"Saturday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"11319","2010-12-07","31303",3,0,3,79,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,33.96,24.59,27.17,19.73,0.46,7.16,"Tuesday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"15602","2011-01-06","31606",2,10,12,109,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,38.97,30.44,38.97,27.52,0.56,0.33,"Thursday",1,0,1,0.5,0.866025403784439,"Winter",0
"39603","2011-06-22","31600",54,56,110,276,"Humid and partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,89.7,76.94,95.45,78.2,0.73,0.89,"Wednesday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"57885","2011-10-26","31707",0,0,0,402,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0.0016,0.7,"rain",63.85,56.65,63.85,56.65,0.74,1.36,"Wednesday",1,0,10,-0.866025403784439,0.5,"Fall",1
"30323","2011-04-18","31616",22,24,46,211,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,76.64,60.02,76.64,60.02,0.48,1.25,"Monday",1,0,4,0.866025403784439,-0.5,"Spring",0
"24596","2011-03-09","31230",0,0,0,171,"Rain overnight.","rain",5e-04,0.8,"rain",48.41,45.97,46.44,43.77,0.75,3.02,"Wednesday",1,0,3,1,6.12323399573677e-17,"Winter",1
"33645","2011-05-11","31225",35,47,82,234,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,75.69,53.75,75.69,53.75,0.61,0.82,"Wednesday",1,0,5,0.5,-0.866025403784439,"Spring",0
"36183","2011-05-29","31007",19,18,37,252,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,84.05,71.8,88.98,72.95,0.79,1.45,"Sunday",1,0,5,0.5,-0.866025403784439,"Spring",0
"19089","2011-01-30","31609",2,4,6,133,"Mostly cloudy throughout the day.","partly-cloudy-day",0.0043,0.54,"rain",42.79,27.84,42.79,27.84,0.76,0.44,"Sunday",1,0,1,0.5,0.866025403784439,"Winter",1
"4972","2010-10-24","31611",15,12,27,35,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,73.65,57.63,73.65,57.63,0.62,1.26,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",0
"44622","2011-07-26","31022",0,0,0,310,"Mostly cloudy overnight.","partly-cloudy-night",0,0,NA,92.93,73.57,93.02,73.85,0.62,0.63,"Tuesday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"22381","2011-02-22","31216",16,19,35,156,"Mostly cloudy throughout the day.","partly-cloudy-day",0.003,0.48,"snow",35,23.04,35,23.04,0.68,2.12,"Tuesday",1,0,2,0.866025403784439,0.5,"Winter",1
"3169","2010-10-12","31208",13,15,28,23,"Partly cloudy in the morning.","partly-cloudy-day",0,0,NA,81.03,51.1,81.03,51.1,0.67,0.39,"Tuesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"22441","2011-02-22","31017",0,0,0,156,"Mostly cloudy throughout the day.","partly-cloudy-day",0.003,0.48,"snow",35,23.04,35,23.04,0.68,2.12,"Tuesday",1,0,2,0.866025403784439,0.5,"Winter",1
"8604","2010-11-18","31262",0,0,0,60,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,56.03,37.83,56.03,37.83,0.6,2.22,"Thursday",1,0,11,-0.5,0.866025403784438,"Fall",0
"66173","2011-12-23","31223",28,22,50,460,"Mostly cloudy throughout the day.","partly-cloudy-day",0.015,1,"rain",50.69,39.76,50.69,37.92,0.74,2.77,"Friday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"43093","2011-07-16","31107",67,54,121,300,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,85.05,68.5,85.05,68.89,0.63,1.13,"Saturday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"32879","2011-05-06","31801",3,1,4,229,"Mostly cloudy starting in the afternoon.","partly-cloudy-day",3e-04,0.37,"rain",71.74,50.4,71.74,50.4,0.59,1.49,"Friday",1,0,5,0.5,-0.866025403784439,"Spring",1
"57456","2011-10-23","31806",0,0,0,399,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,63.3,46.3,63.3,46.3,0.78,0.37,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",0
"17477","2011-01-19","31503",17,12,29,122,"Foggy in the morning.","fog",0.0026,0.57,"rain",49.83,32.37,47.71,32.37,0.78,2.33,"Wednesday",1,0,1,0.5,0.866025403784439,"Winter",1
"1556","2010-09-30","31230",0,0,0,11,"Heavy rain until afternoon, starting again in the evening.","rain",0.1236,1,"rain",77.63,60.38,79.18,60.38,0.92,1.61,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"51221","2011-09-10","31617",18,18,36,356,"Partly cloudy until evening.","partly-cloudy-day",0,0,NA,82.41,66.4,84.89,67.1,0.81,0.76,"Saturday",1,0,9,-1,-1.83697019872103e-16,"Summer",0
"52275","2011-09-18","31600",65,69,134,364,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,67.47,58.41,67.47,58.41,0.76,0.77,"Sunday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"31963","2011-04-29","31246",0,0,0,222,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,67.54,50.56,67.54,50.56,0.52,2.41,"Friday",1,0,4,0.866025403784439,-0.5,"Spring",0
"33801","2011-05-12","31304",26,19,45,235,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,75.85,60.92,75.85,60.92,0.7,1.35,"Thursday",1,0,5,0.5,-0.866025403784439,"Spring",0
"14165","2010-12-27","31503",2,4,6,99,"Mostly cloudy in the morning.","partly-cloudy-night",0,0,NA,34.63,27.06,26.61,20.43,0.44,9.88,"Monday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"36337","2011-05-30","31607",28,31,59,253,"Clear throughout the day.","clear-day",0,0,NA,94.47,73.14,99.54,74.13,0.69,0.63,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",0
"12193","2010-12-13","31623",26,22,48,85,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,33.44,20.79,27.13,11.72,0.56,7.49,"Monday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"27421","2011-03-29","31216",20,31,51,191,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,51.28,38.7,51.28,38.7,0.33,2.26,"Tuesday",1,0,3,1,6.12323399573677e-17,"Spring",0
"25065","2011-03-13","31603",20,24,44,175,"Clear throughout the day.","clear-day",0,0,NA,57.75,33.2,57.75,33.2,0.5,3.44,"Sunday",1,0,3,1,6.12323399573677e-17,"Winter",0
"5226","2010-10-26","31004",4,3,7,37,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,74.33,71.14,75.02,72.38,0.82,3.11,"Tuesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"67164","2011-12-30","31610",29,32,61,467,"Partly cloudy throughout the day.","partly-cloudy-night",0,0,NA,52.97,46.07,52.97,46.07,0.68,0.69,"Friday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"13981","2010-12-26","31103",1,0,1,98,"Foggy in the afternoon.","fog",1e-04,0.11,"snow",30.26,26.29,26.3,17.37,0.72,4.73,"Sunday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"15984","2011-01-08","31806",0,0,0,111,"Mostly cloudy until evening.","partly-cloudy-day",2e-04,0.26,"snow",32.04,21.9,30.82,14.14,0.58,3.26,"Saturday",1,0,1,0.5,0.866025403784439,"Winter",1
"45541","2011-08-02","31107",43,31,74,317,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,94.08,76.6,94.08,77.39,0.59,1.35,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"56359","2011-10-16","31608",21,21,42,392,"Clear throughout the day.","clear-day",0,0,NA,70.64,58.72,70.64,58.72,0.53,2.22,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",0
"27885","2011-04-01","31225",17,27,44,194,"Mostly cloudy throughout the day.","partly-cloudy-day",0.0041,1,"rain",47.85,35.37,44.99,35.37,0.72,3.7,"Friday",1,0,4,0.866025403784439,-0.5,"Spring",1
"49100","2011-08-26","31307",0,0,0,341,"Humid and mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,86.67,76.1,93.21,77.67,0.81,0.27,"Friday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"37315","2011-06-06","31106",75,73,148,260,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,84.82,63.69,84.82,63.85,0.64,0.75,"Monday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"26230","2011-03-21","31011",3,4,7,183,"Rain in the morning.","rain",0.0082,1,"rain",72.08,50.86,72.08,50.86,0.67,3.01,"Monday",1,0,3,1,6.12323399573677e-17,"Spring",1
"53810","2011-09-28","31624",82,74,156,374,"Rain in the morning and evening.","rain",0.0142,0.96,"rain",79.47,67.96,82.21,68.81,0.87,0.57,"Wednesday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"63590","2011-12-05","31226",18,14,32,442,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,58.54,55.16,58.54,55.16,0.82,0.34,"Monday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"6409","2010-11-03","31102",16,10,26,45,"Light rain overnight.","rain",5e-04,0.77,"rain",54.99,49.13,54.99,49.13,0.77,0.87,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"67293","2011-12-31","31213",16,17,33,468,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,59.36,36.17,59.36,36.17,0.65,1.84,"Saturday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"57253","2011-10-22","31229",89,81,170,398,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,58.31,39.57,58.31,39.57,0.71,0.34,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",0
"32571","2011-05-04","31802",0,0,0,227,"Rain in the morning.","rain",0.0185,1,"rain",58.88,45.65,58.88,45.65,0.74,3.44,"Wednesday",1,0,5,0.5,-0.866025403784439,"Spring",1
"59594","2011-11-07","31019",0,0,0,414,"Foggy in the morning.","fog",0,0,NA,66.41,38.54,66.41,38.54,0.74,0.12,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"52065","2011-09-16","31609",7,13,20,362,"Partly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,63.4,52.74,63.4,52.74,0.69,0.58,"Friday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"35823","2011-05-26","31018",15,10,25,249,"Clear throughout the day.","clear-day",0,0,NA,91.7,70.34,95.66,70.57,0.66,1.74,"Thursday",1,0,5,0.5,-0.866025403784439,"Spring",0
"33438","2011-05-10","31204",44,51,95,233,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,75.32,58.15,75.32,58.15,0.51,0.69,"Tuesday",1,0,5,0.5,-0.866025403784439,"Spring",0
"67011","2011-12-29","31013",1,2,3,466,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,41.4,32.29,41.4,32.29,0.65,0.35,"Thursday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"56839","2011-10-19","31618",23,18,41,395,"Rain in the morning and evening.","rain",0.024,1,"rain",67.21,54.07,68.05,54.07,0.9,1.03,"Wednesday",1,0,10,-0.866025403784439,0.5,"Fall",1
"48656","2011-08-23","31242",0,0,0,338,"Clear throughout the day.","clear-day",0,0,NA,80.93,59.79,80.93,59.79,0.55,0.05,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"64478","2011-12-11","31016",3,5,8,448,"Clear throughout the day.","clear-day",0,0,NA,41.98,23.96,41.98,23.96,0.57,0.18,"Sunday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"35673","2011-05-25","31304",24,18,42,248,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",3e-04,0.28,"rain",85,69.53,86.58,70.39,0.68,0.37,"Wednesday",1,0,5,0.5,-0.866025403784439,"Spring",1
"27411","2011-03-29","31013",4,4,8,191,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,51.28,38.7,51.28,38.7,0.33,2.26,"Tuesday",1,0,3,1,6.12323399573677e-17,"Spring",0
"19362","2011-02-01","31218",25,23,48,135,"Rain overnight.","rain",0.0014,0.98,"snow",36.32,33.84,36.32,32.23,0.86,0.39,"Tuesday",1,0,2,0.866025403784439,0.5,"Winter",1
"10868","2010-12-04","31211",1,3,4,76,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,40.14,32.59,38.33,26.67,0.57,2.94,"Saturday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"14102","2010-12-26","31404",0,0,0,98,"Foggy in the afternoon.","fog",1e-04,0.11,"snow",30.26,26.29,26.3,17.37,0.72,4.73,"Sunday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"18132","2011-01-23","31244",0,0,0,126,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,28.68,11.79,24.36,11.79,0.5,2.58,"Sunday",1,0,1,0.5,0.866025403784439,"Winter",0
"20475","2011-02-09","31802",0,0,0,143,"Partly cloudy in the morning.","partly-cloudy-day",0,0,NA,33.36,24.19,33.36,18.62,0.5,1.85,"Wednesday",1,0,2,0.866025403784439,0.5,"Winter",0
"56454","2011-10-17","31111",51,47,98,393,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,70.38,52.16,70.38,52.16,0.59,0.75,"Monday",1,0,10,-0.866025403784439,0.5,"Fall",0
"19411","2011-02-01","31232",0,0,0,135,"Rain overnight.","rain",0.0014,0.98,"snow",36.32,33.84,36.32,32.23,0.86,0.39,"Tuesday",1,0,2,0.866025403784439,0.5,"Winter",1
"6402","2010-11-03","31218",21,20,41,45,"Light rain overnight.","rain",5e-04,0.77,"rain",54.99,49.13,54.99,49.13,0.77,0.87,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"39988","2011-06-24","31266",0,0,0,278,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,85.89,68.72,86.51,68.72,0.65,1.78,"Friday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"55521","2011-10-10","31609",24,34,58,386,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,81.45,60.18,81.45,60.18,0.78,0.06,"Monday",1,0,10,-0.866025403784439,0.5,"Fall",0
"18979","2011-01-29","31232",0,0,0,132,"Mostly cloudy until evening.","partly-cloudy-day",2e-04,0.26,"snow",36.26,23.32,36.26,23.32,0.7,0.34,"Saturday",1,0,1,0.5,0.866025403784439,"Winter",1
"1126","2010-09-27","31701",0,0,0,8,"Rain in the morning and afternoon.","rain",0.014,0.92,"rain",75.59,70.62,77.1,71.65,0.9,2.08,"Monday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"65591","2011-12-19","31221",51,49,100,456,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,50.78,48.01,50.78,48.01,0.63,1.31,"Monday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"33943","2011-05-13","31618",41,36,77,236,"Overcast throughout the day.","cloudy",0,0,NA,64.68,60.05,64.69,60.08,0.85,1.28,"Friday",1,0,5,0.5,-0.866025403784439,"Spring",0
"45568","2011-08-02","31217",68,78,146,317,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,94.08,76.6,94.08,77.39,0.59,1.35,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"28519","2011-04-06","31703",0,0,0,199,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,65.2,45.39,65.2,45.39,0.44,2.88,"Wednesday",1,0,4,0.866025403784439,-0.5,"Spring",0
"41310","2011-07-03","31022",0,0,0,287,"Rain in the morning and evening.","rain",0.0176,1,"rain",91.4,70.52,96.91,71.44,0.72,0.6,"Sunday",1,0,7,-0.5,-0.866025403784439,"Summer",1
"3060","2010-10-11","31400",7,3,10,22,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,85.59,59.38,85.59,59.38,0.63,0.55,"Monday",1,0,10,-0.866025403784439,0.5,"Fall",0
"20394","2011-02-08","31805",0,1,1,142,"Mostly cloudy until evening.","partly-cloudy-day",2e-04,0.59,"rain",37.76,19.11,32.63,16.84,0.55,6.08,"Tuesday",1,0,2,0.866025403784439,0.5,"Winter",1
"12172","2010-12-13","31611",6,10,16,85,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,33.44,20.79,27.13,11.72,0.56,7.49,"Monday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"7273","2010-11-09","31102",21,16,37,51,"Clear throughout the day.","clear-day",0,0,NA,61.44,45.35,61.44,45.35,0.54,3.04,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"38607","2011-06-15","31002",12,14,26,269,"Clear throughout the day.","clear-day",0,0,NA,81.85,62.05,81.85,62.05,0.55,0.97,"Wednesday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"416","2010-09-22","31242",0,0,0,3,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,90.99,68.39,94.81,68.99,0.65,1.64,"Wednesday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"65754","2011-12-20","31805",0,0,0,457,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,55.03,47.16,55.03,47.16,0.61,0.08,"Tuesday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"5458","2010-10-27","31625",0,0,0,38,"Rain in the morning and afternoon.","rain",0.0301,1,"rain",74.02,62.99,75.29,63.37,0.89,2.43,"Wednesday",1,0,10,-0.866025403784439,0.5,"Fall",1
"37488","2011-06-07","31605",66,63,129,261,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,86.79,69.43,87.87,70.14,0.64,1.24,"Tuesday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"12377","2010-12-14","31614",0,0,0,86,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,25.27,20.11,15.39,11.43,0.48,8.3,"Tuesday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"19367","2011-02-01","31221",30,34,64,135,"Rain overnight.","rain",0.0014,0.98,"snow",36.32,33.84,36.32,32.23,0.86,0.39,"Tuesday",1,0,2,0.866025403784439,0.5,"Winter",1
"6193","2010-11-02","31208",9,13,22,44,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,51.34,34.93,51.34,34.93,0.65,0.71,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"36399","2011-05-30","31018",16,18,34,253,"Clear throughout the day.","clear-day",0,0,NA,94.47,73.14,99.54,74.13,0.69,0.63,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",0
"38975","2011-06-17","31236",22,19,41,271,"Foggy in the morning.","fog",0.009,0.92,"rain",83.64,67.8,84.49,68.59,0.78,0.67,"Friday",1,0,6,1.22464679914735e-16,-1,"Summer",1
"66466","2011-12-25","31112",1,3,4,462,"Mostly cloudy overnight.","partly-cloudy-night",0,0,NA,48.52,39.07,48.52,39.07,0.71,0.78,"Sunday",1,1,12,-2.44929359829471e-16,1,"Winter",0
"56706","2011-10-18","31233",68,63,131,394,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,72.71,60.9,72.71,60.95,0.73,0.37,"Tuesday",1,0,10,-0.866025403784439,0.5,"Fall",0
